6000s,0.0989,0.3035,0.2973,0.2689,0.0989,0.2923,0.3084,0.2201,0.0973,0.2841,0.3143,0.1022,0.2677,0.3238,0.3404,0.3222,0.2974,0.4097,0.3776,0.3455,0.29,0.3199,0.355,0.2727,0.2858,0.2901,0.2745,0.305,0.3113,0.291,0.2986,0.2948,0.3182,0.2876,0.3183,0.2697,0.255,0.2749,0.277,0.313,0.3038,0.3039,0.2921,0.3407,0.3053,0.3062,0.308,0.308,0.254,0.2653,0.2798,0.2683,0.3056,0.2777,0.3058,0.3027,0.3041,0.291,0.3089,0.3011,0.1959,0.25,0.2377,0.2916,0.2109,0.2667,0.2737,0.302,0.1932,0.2752,0.2842,0.2671,0.3206,0.2982,0.2631,0.2568,0.3486,0.3329,0.3127,0.2555,0.3608,0.3334,0.3039,0.2584,0.1073,0.2001,0.2019,0.337,0.0977,0.2389,0.3249,0.2816,0.0999,0.2253,0.2937,0.1013
6600s,0.0988,0.3319,0.3301,0.2988,0.0989,0.3229,0.3401,0.2459,0.0973,0.3138,0.3375,0.1022,0.2978,0.3491,0.3718,0.3579,0.3271,0.4324,0.4142,0.3764,0.3214,0.34,0.3769,0.3044,0.316,0.3212,0.3069,0.3402,0.3422,0.3227,0.332,0.3288,0.3532,0.3166,0.3507,0.3041,0.29,0.3065,0.3128,0.3463,0.3345,0.334,0.3278,0.3774,0.3346,0.3357,0.3392,0.3428,0.2875,0.2938,0.31,0.2989,0.3384,0.3049,0.3352,0.3304,0.3332,0.3224,0.3408,0.3325,0.2163,0.2786,0.2675,0.3182,0.2249,0.296,0.3074,0.3329,0.2115,0.303,0.3179,0.2942,0.351,0.3289,0.2922,0.2843,0.3736,0.3683,0.3416,0.2851,0.387,0.3634,0.3343,0.2856,0.1078,0.2158,0.2281,0.358,0.0977,0.2602,0.3572,0.3215,0.1001,0.2452,0.3262,0.1012
7200s,0.0988,0.3624,0.3491,0.3312,0.0989,0.3542,0.3607,0.2692,0.0974,0.349,0.3598,0.1022,0.3321,0.3685,0.3986,0.384,0.3639,0.4577,0.4446,0.4053,0.3528,0.3585,0.4019,0.3378,0.3499,0.3574,0.3426,0.3766,0.3771,0.3591,0.3697,0.3667,0.3785,0.3488,0.3873,0.3408,0.3203,0.3379,0.3465,0.376,0.3722,0.37,0.3657,0.4035,0.3695,0.3718,0.3756,0.3726,0.3174,0.3271,0.3468,0.3287,0.3753,0.3388,0.371,0.3595,0.3658,0.3603,0.3777,0.3764,0.2397,0.3067,0.3008,0.3502,0.2425,0.3267,0.3341,0.3712,0.2285,0.3374,0.3457,0.3286,0.3746,0.3534,0.3229,0.3129,0.401,0.3953,0.3701,0.3132,0.4141,0.3895,0.3653,0.3141,0.1074,0.2338,0.259,0.3773,0.0975,0.2854,0.3849,0.3453,0.1001,0.2679,0.3642,0.1012
7800s,0.0987,0.3851,0.3719,0.3641,0.0989,0.3786,0.3859,0.2973,0.0974,0.3706,0.386,0.1021,0.3643,0.3936,0.4322,0.4151,0.3891,0.483,0.4773,0.4382,0.3731,0.3802,0.4295,0.3637,0.379,0.3879,0.3793,0.4008,0.4025,0.3877,0.4005,0.3936,0.4037,0.3726,0.4141,0.3665,0.3557,0.3752,0.3801,0.3994,0.3958,0.3995,0.3915,0.4342,0.3914,0.3951,0.3992,0.398,0.3474,0.3636,0.3827,0.3668,0.3971,0.369,0.3986,0.3954,0.3876,0.3875,0.4045,0.4023,0.2645,0.3409,0.331,0.3884,0.2624,0.3612,0.3662,0.4029,0.2463,0.3604,0.3818,0.3534,0.4047,0.378,0.3555,0.3444,0.4304,0.4251,0.3988,0.3471,0.4412,0.4266,0.394,0.3457,0.1072,0.2553,0.2932,0.4045,0.0975,0.3121,0.4118,0.3665,0.1,0.2913,0.3922,0.1012
8400s,0.0988,0.4113,0.3982,0.3918,0.0989,0.4045,0.4148,0.3186,0.0974,0.3958,0.4139,0.1021,0.3943,0.4198,0.469,0.4478,0.4157,0.5056,0.5089,0.4706,0.3927,0.3944,0.4553,0.3925,0.4093,0.4215,0.4112,0.4277,0.4307,0.4181,0.4314,0.4218,0.43,0.3973,0.4405,0.394,0.381,0.4029,0.4077,0.4279,0.4234,0.4262,0.4197,0.4685,0.4176,0.4211,0.4272,0.4275,0.3712,0.3938,0.4151,0.3985,0.4263,0.3955,0.4275,0.4237,0.4143,0.4165,0.4335,0.437,0.2912,0.3693,0.369,0.4168,0.3001,0.3867,0.3971,0.435,0.264,0.384,0.4086,0.3758,0.4414,0.4092,0.3859,0.3758,0.4617,0.4559,0.4241,0.3747,0.4697,0.4676,0.4211,0.3687,0.1067,0.2783,0.3236,0.4364,0.0974,0.3386,0.4444,0.3925,0.1,0.3155,0.4225,0.1011
9000s,0.0987,0.4391,0.4258,0.4188,0.0988,0.4302,0.4453,0.3344,0.0975,0.4218,0.4428,0.102,0.4216,0.4423,0.5072,0.474,0.4462,0.5298,0.5389,0.5001,0.417,0.4114,0.4771,0.421,0.4367,0.4543,0.4421,0.4571,0.4615,0.4484,0.4611,0.4556,0.4595,0.4206,0.4638,0.4243,0.4101,0.4332,0.4392,0.4578,0.4533,0.4565,0.4521,0.5006,0.4454,0.447,0.4566,0.4566,0.3994,0.4277,0.4477,0.4304,0.4584,0.422,0.4565,0.4519,0.4405,0.446,0.4633,0.4765,0.3085,0.3991,0.398,0.4508,0.3185,0.4181,0.4228,0.4684,0.2795,0.4085,0.4368,0.4002,0.4669,0.4432,0.413,0.4,0.4983,0.4852,0.4534,0.4025,0.496,0.5072,0.4469,0.3918,0.1078,0.3024,0.3621,0.4697,0.0973,0.3673,0.4789,0.4155,0.0999,0.3425,0.4472,0.1011
9600s,0.0988,0.4715,0.4534,0.4412,0.0988,0.452,0.4719,0.349,0.0975,0.4471,0.4707,0.102,0.4546,0.4689,0.5376,0.4864,0.4767,0.5537,0.5649,0.5282,0.4201,0.4185,0.4997,0.4414,0.4665,0.4887,0.4713,0.4886,0.4946,0.4763,0.4833,0.4879,0.4948,0.4424,0.4823,0.4561,0.4451,0.4674,0.4718,0.4875,0.4833,0.4893,0.4831,0.5338,0.4738,0.4754,0.4835,0.4831,0.434,0.4634,0.48,0.4614,0.4903,0.4455,0.4829,0.4803,0.469,0.4735,0.4905,0.5044,0.3256,0.4335,0.4282,0.485,0.3336,0.4478,0.4581,0.5027,0.2921,0.4362,0.4664,0.4252,0.4977,0.4712,0.4423,0.4333,0.5114,0.4971,0.478,0.4361,0.5197,0.512,0.468,0.417,0.108,0.3296,0.3904,0.5111,0.0973,0.3922,0.5156,0.4408,0.1,0.3615,0.4728,0.1011
10200s,0.0987,0.5059,0.4795,0.464,0.0988,0.4673,0.4733,0.3667,0.0974,0.4703,0.4979,0.102,0.466,0.4829,0.562,0.4912,0.4927,0.5728,0.5953,0.5539,0.4203,0.4454,0.5218,0.4619,0.487,0.5151,0.4962,0.516,0.5136,0.4955,0.4961,0.5161,0.5185,0.4511,0.4973,0.4905,0.4808,0.5011,0.503,0.5161,0.5122,0.5186,0.5109,0.5678,0.5043,0.5042,0.5069,0.5061,0.4673,0.4922,0.5107,0.4884,0.5212,0.4539,0.505,0.507,0.4985,0.501,0.5172,0.5237,0.3392,0.4604,0.461,0.5158,0.3515,0.4729,0.4932,0.5389,0.3069,0.4666,0.4954,0.4438,0.5176,0.49,0.4697,0.4708,0.5057,0.4885,0.4913,0.4767,0.555,0.4967,0.4846,0.4402,0.1079,0.3518,0.426,0.5487,0.0972,0.4176,0.5457,0.4616,0.0998,0.3853,0.4899,0.101
10800s,0.0987,0.5238,0.4976,0.4712,0.0987,0.4761,0.4758,0.3885,0.0974,0.48,0.5213,0.1019,0.4529,0.4996,0.5828,0.4992,0.4775,0.595,0.6169,0.5756,0.4442,0.4546,0.5374,0.4784,0.4893,0.5315,0.5174,0.5445,0.5237,0.5008,0.5064,0.5394,0.5186,0.4335,0.5063,0.5144,0.5039,0.5309,0.533,0.542,0.5452,0.5458,0.5412,0.5958,0.5364,0.533,0.5218,0.5219,0.49,0.5142,0.5374,0.5109,0.5526,0.4562,0.5057,0.5265,0.5285,0.5216,0.5431,0.5526,0.3323,0.4844,0.4962,0.5408,0.3664,0.4911,0.5281,0.5666,0.322,0.4945,0.5232,0.4549,0.5101,0.4936,0.4938,0.5071,0.4829,0.4788,0.4886,0.513,0.5515,0.4951,0.4899,0.4618,0.1077,0.3744,0.4498,0.575,0.0972,0.4442,0.5613,0.4527,0.0999,0.4091,0.4976,0.1011
11400s,0.0987,0.5387,0.5189,0.4912,0.0988,0.4913,0.4921,0.417,0.0974,0.4874,0.5452,0.1019,0.4818,0.5074,0.5767,0.478,0.4558,0.6019,0.5573,0.5992,0.4723,0.4801,0.5634,0.4833,0.5081,0.5497,0.5272,0.5691,0.4954,0.4959,0.5158,0.5497,0.5248,0.4265,0.5015,0.5248,0.5223,0.5483,0.5524,0.558,0.5781,0.54,0.5503,0.6236,0.5612,0.557,0.5303,0.5297,0.5082,0.5311,0.561,0.5204,0.5618,0.4655,0.5117,0.5124,0.5524,0.538,0.5673,0.5483,0.3577,0.5024,0.528,0.5229,0.3778,0.4778,0.5617,0.5555,0.3368,0.515,0.544,0.458,0.5238,0.5091,0.5116,0.5363,0.505,0.4899,0.4741,0.5502,0.5711,0.5116,0.4892,0.4775,0.1079,0.4053,0.4725,0.5734,0.0972,0.4757,0.574,0.4581,0.1,0.4329,0.5033,0.1009
12000s,0.0986,0.5623,0.5367,0.5187,0.0988,0.5065,0.5158,0.4504,0.0974,0.5046,0.564,0.1019,0.4974,0.5156,0.5834,0.4929,0.4708,0.57,0.5697,0.5831,0.4769,0.5006,0.5769,0.5021,0.534,0.5723,0.5433,0.5883,0.4852,0.5018,0.5307,0.5547,0.5329,0.4456,0.5102,0.5324,0.5305,0.5607,0.5701,0.5561,0.5963,0.5298,0.54,0.6434,0.5695,0.5693,0.5234,0.5393,0.5195,0.5333,0.5845,0.5042,0.5327,0.4884,0.5271,0.5013,0.5594,0.5342,0.563,0.5597,0.3688,0.5097,0.5543,0.5094,0.3914,0.4773,0.5684,0.5437,0.3503,0.5313,0.5633,0.4719,0.5354,0.5299,0.5235,0.531,0.5226,0.5119,0.4644,0.5767,0.5814,0.523,0.496,0.4926,0.1078,0.4428,0.493,0.5561,0.0972,0.5022,0.5413,0.4719,0.0999,0.4586,0.5055,0.1009
12600s,0.0986,0.5628,0.5644,0.534,0.0988,0.5165,0.5317,0.4779,0.0975,0.5192,0.5735,0.1019,0.5105,0.5214,0.5798,0.4973,0.4815,0.5518,0.5669,0.5783,0.4783,0.5104,0.5904,0.5096,0.5564,0.58,0.566,0.5919,0.5,0.5036,0.5425,0.5346,0.5425,0.4612,0.5233,0.5464,0.5484,0.5799,0.5856,0.55,0.5616,0.5286,0.5316,0.6193,0.5784,0.579,0.5237,0.5432,0.5414,0.5351,0.5957,0.5068,0.5183,0.5047,0.5429,0.5138,0.566,0.5382,0.5645,0.5624,0.3857,0.5217,0.5785,0.5178,0.4077,0.4922,0.5513,0.5434,0.3673,0.5404,0.5635,0.4819,0.5471,0.5517,0.5363,0.4998,0.5426,0.5304,0.488,0.597,0.5868,0.5314,0.5073,0.5103,0.1079,0.4764,0.5243,0.5571,0.0972,0.5243,0.5284,0.4982,0.1,0.4892,0.506,0.1011
13200s,0.0986,0.5747,0.5764,0.5427,0.0988,0.5265,0.5472,0.4984,0.0974,0.5305,0.5687,0.1018,0.5209,0.5235,0.566,0.504,0.4932,0.5479,0.5487,0.5727,0.4861,0.5166,0.5955,0.5149,0.557,0.5807,0.5771,0.5806,0.5088,0.5157,0.5469,0.5255,0.5358,0.4747,0.5217,0.5484,0.5575,0.58,0.5952,0.5447,0.5249,0.5241,0.5322,0.58,0.5701,0.5522,0.5403,0.5314,0.5356,0.5385,0.5932,0.5087,0.5285,0.5166,0.562,0.5237,0.5547,0.5308,0.5641,0.5757,0.4076,0.525,0.5947,0.5263,0.4229,0.5061,0.5254,0.5497,0.3823,0.5379,0.5403,0.492,0.5556,0.5679,0.548,0.5003,0.5517,0.5412,0.5117,0.6088,0.5953,0.5409,0.5201,0.5214,0.1079,0.5024,0.551,0.5575,0.0971,0.542,0.5375,0.5134,0.0999,0.4986,0.5207,0.1008
13800s,0.0985,0.5926,0.5828,0.5538,0.0988,0.5323,0.5604,0.5157,0.0974,0.537,0.5644,0.1018,0.5319,0.5288,0.562,0.5149,0.5022,0.5543,0.544,0.5616,0.4914,0.5189,0.5956,0.5199,0.5606,0.572,0.5842,0.5629,0.5192,0.5297,0.547,0.5324,0.5341,0.4856,0.5401,0.5533,0.5797,0.583,0.5931,0.5355,0.5248,0.5334,0.5414,0.571,0.552,0.5417,0.5478,0.5367,0.5504,0.5387,0.5773,0.5162,0.5377,0.5284,0.5721,0.5335,0.547,0.5361,0.5582,0.5894,0.4264,0.5318,0.5856,0.5465,0.4372,0.5207,0.5373,0.5641,0.396,0.5414,0.5403,0.5041,0.5693,0.5867,0.5617,0.5097,0.5585,0.5557,0.5307,0.611,0.5975,0.5466,0.5293,0.5377,0.1079,0.5228,0.5759,0.5713,0.0971,0.5483,0.5503,0.5351,0.1,0.5111,0.53,0.1008
14400s,0.0985,0.6063,0.5842,0.5532,0.0988,0.535,0.5639,0.5327,0.0974,0.5435,0.5718,0.1017,0.5402,0.5386,0.5569,0.5203,0.5077,0.5634,0.5452,0.5621,0.4964,0.5298,0.5994,0.5302,0.5652,0.5725,0.5946,0.5643,0.5264,0.535,0.5511,0.5432,0.5422,0.4957,0.5592,0.5647,0.5977,0.5859,0.5935,0.5524,0.5344,0.5389,0.5507,0.5696,0.556,0.5477,0.5554,0.5516,0.5717,0.5435,0.5727,0.5276,0.5453,0.5349,0.5834,0.5369,0.5517,0.5366,0.5576,0.5913,0.4434,0.5321,0.5853,0.5508,0.4546,0.5327,0.549,0.5738,0.4134,0.5483,0.5416,0.5132,0.582,0.6107,0.5727,0.5295,0.5634,0.5674,0.5448,0.5705,0.5979,0.5516,0.5384,0.5519,0.1079,0.523,0.5968,0.5769,0.0971,0.5551,0.5583,0.545,0.0998,0.5234,0.5341,0.1008
15000s,0.0985,0.6032,0.5982,0.5621,0.0989,0.5417,0.572,0.5413,0.0975,0.5472,0.574,0.1017,0.5467,0.5471,0.5582,0.5289,0.5132,0.5731,0.544,0.5679,0.5027,0.5405,0.6139,0.5377,0.569,0.5741,0.592,0.5674,0.5327,0.542,0.5689,0.5518,0.5484,0.5019,0.5676,0.5726,0.6092,0.5833,0.5904,0.5524,0.5407,0.5472,0.5505,0.5848,0.5574,0.5535,0.5598,0.5646,0.5715,0.5447,0.569,0.5358,0.5469,0.5414,0.5981,0.5411,0.5516,0.5335,0.5517,0.6035,0.4628,0.551,0.5797,0.5518,0.465,0.5368,0.5532,0.582,0.426,0.555,0.5557,0.5201,0.5907,0.6195,0.5733,0.542,0.5722,0.5713,0.5566,0.551,0.6027,0.5573,0.5504,0.5605,0.1078,0.5362,0.6134,0.5899,0.0971,0.5634,0.5679,0.5556,0.0998,0.5288,0.5529,0.1008
15600s,0.0985,0.6203,0.6044,0.5653,0.0989,0.5473,0.5766,0.5513,0.0974,0.5536,0.5759,0.1018,0.56,0.5591,0.5616,0.5373,0.5209,0.5798,0.548,0.5745,0.5102,0.5589,0.6231,0.5436,0.5799,0.5759,0.6012,0.5709,0.5388,0.5482,0.5752,0.5569,0.5552,0.5093,0.5764,0.5771,0.6122,0.5868,0.5968,0.5577,0.546,0.5547,0.5555,0.5966,0.5601,0.5571,0.5633,0.5804,0.5794,0.5504,0.5662,0.5436,0.5534,0.5476,0.5997,0.5477,0.5548,0.5373,0.5493,0.6122,0.475,0.5546,0.5757,0.5568,0.4735,0.5464,0.5588,0.589,0.4349,0.5606,0.5534,0.5281,0.601,0.6316,0.5766,0.5558,0.5814,0.5783,0.5669,0.5568,0.6089,0.5658,0.5624,0.5677,0.1079,0.5568,0.6303,0.6066,0.097,0.5685,0.5806,0.5606,0.0998,0.5411,0.5634,0.1008
16200s,0.0985,0.6349,0.5985,0.5792,0.099,0.5573,0.5749,0.5629,0.0974,0.5654,0.5799,0.1017,0.5645,0.5678,0.5678,0.5464,0.5286,0.586,0.5645,0.5843,0.5155,0.5715,0.6332,0.5527,0.5859,0.5845,0.6059,0.5796,0.5464,0.5553,0.5923,0.566,0.5622,0.5177,0.575,0.5909,0.6023,0.5906,0.6045,0.5653,0.5524,0.5624,0.5597,0.6022,0.5645,0.5636,0.57,0.5936,0.5869,0.5577,0.5696,0.551,0.5603,0.5547,0.6164,0.5551,0.5594,0.5428,0.5526,0.6273,0.4884,0.5633,0.5735,0.5628,0.4839,0.5496,0.5653,0.593,0.4447,0.5682,0.5574,0.5349,0.6115,0.6425,0.585,0.5682,0.5891,0.5807,0.573,0.5658,0.6132,0.5729,0.5719,0.5731,0.1079,0.5642,0.6493,0.6173,0.0971,0.5749,0.5852,0.5686,0.0997,0.5498,0.5659,0.1008
16800s,0.0985,0.652,0.6053,0.5854,0.099,0.5664,0.5842,0.5729,0.0975,0.5758,0.5867,0.1017,0.5716,0.5751,0.5835,0.5552,0.539,0.5955,0.5608,0.5933,0.5203,0.5888,0.647,0.5621,0.5958,0.5926,0.6093,0.5828,0.5555,0.5633,0.6103,0.5727,0.5582,0.5231,0.5853,0.5954,0.6061,0.5952,0.6091,0.5751,0.5577,0.5688,0.5661,0.6106,0.5682,0.5715,0.5724,0.6054,0.604,0.5717,0.577,0.5585,0.5665,0.563,0.6233,0.5623,0.5645,0.5492,0.5548,0.6423,0.5019,0.5623,0.5737,0.5694,0.4922,0.5569,0.5729,0.6041,0.4526,0.5746,0.5615,0.5414,0.622,0.6554,0.5898,0.5793,0.597,0.5891,0.5796,0.5732,0.6197,0.5823,0.5797,0.5735,0.1079,0.5759,0.6655,0.6285,0.0971,0.5872,0.5961,0.5767,0.0998,0.5583,0.5787,0.1008
