Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
5641, 4A, BBa_K1639004, pSB1C3, --, OK, , Coding,1, iGEM15_ATOMS-Turkiye, , , , Single error(A), ," ""H-NS""", 
5641, 4B, BBa_I20270, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_ATOMS-Turkiye, , , , No sequence info, ," ""Promoter MeasKit (J23151)""", 
5641, 4C, BBa_K1639010, pSB1C3, --, OK, , Regulatory,1, iGEM15_ATOMS-Turkiye, , , , Confirmed(A), ," ""mammalian LacI with miR-373 binding site""", 
5641, 4D, BBa_R0040, pSB1C3, --, OK," "" """, Regulatory,1, iGEM15_ATOMS-Turkiye, , , , No sequence info, ," ""TetR repressible promoter""", 
5641, 4E, BBa_K1639011, pSB1C3, --, OK, , Regulatory,1, iGEM15_ATOMS-Turkiye, , , , Confirmed(A), ," ""mammalian LacI with miR-223 and miR-21 binding sites""", 
5641, 4F, BBa_J364000, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_ATOMS-Turkiye, , , , No sequence info, ," ""Test Device 1 for the iGEM InterLab Study""", 
5641, 4G, BBa_K1639012, pSB1C3, --, OK, , Device,1, iGEM15_ATOMS-Turkiye, , , , Confirmed(A), ," ""T7 expression system for pSB1C3""", 
5641, 4H, BBa_J364001, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_ATOMS-Turkiye, , , , No sequence info, ," ""Test Device 2 for the iGEM InterLab Study""", 
5641, 4I, BBa_K1763423, pSB1C3, --, OK, , DNA,1, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp1-SeqAB2""", 
5641, 4J, BBa_J364002, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_UCLA, , , , No sequence info, ," ""Test Device 3 for the iGEM InterLab Study""", 
5641, 4K, BBa_K1763424, pSB1C3, --, OK, , Coding,1, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp2-3(1C3)""", 
5641, 4L, BBa_J364007, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_UCLA, , , , No sequence info, ," ""Test Device 4 for 2018 InterLab Study""", 
5641, 4M, BBa_K1763425, pSB1C3, --, OK, , Composite,2, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp2-3(T7)""", 
5641, 4N, BBa_J364008, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_UCLA, , , , No sequence info, ," ""Test Device 5 for 2018 InterLab Study""", 
5641, 4O, BBa_K1763426, pSB1C3, --, OK, , Coding,1, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp2-6(1C3)""", 
5641, 4P, BBa_J364009, pSB1C3, --, OK," "" """, Measurement,5, iGEM15_UCLA, , , , No sequence info, ," ""Test Device 6 for 2018 InterLab Study""", 
5641, 5A, BBa_K1800002, pSB1C3, --, OK, , Coding,1, iGEM15_Georgia_State, , , , Confirmed(A), ," ""Horseradish Peroxidase""", 
5641, 5B, BBa_K1690004, pSB1C3, --, OK, , Coding,1, iGEM15_Czech_Republic, , , , Confirmed(A), ," ""Pheromone receptor (C. albicans)""", 
5641, 5C, BBa_K1653006, pSB1C3, --, OK, , Coding,1, iGEM15_Nagahama, , , , Confirmed(A), ," ""MarA""", 
5641, 5D, BBa_K1690005, pSB1C3, --, OK, , Coding,1, iGEM15_Czech_Republic, , , , Partially confirmed(A), ," ""Pheromone receptor (C. parapsilosis)""", 
5641, 5E, BBa_K1585211, pSB1C3, --, OK, , Composite,2, iGEM15_Aachen, , , , Confirmed(A), ," ""B0034.HPS""", 
5641, 5F, BBa_K1583112, pSB1C3, --, OK, , Coding,11, iGEM15_TU_Delft, , , , Long part(A), ," ""pRha + CsgA & GFP in same operon""", 
5641, 5G, BBa_K1585212, pSB1C3, --, OK, , Composite,2, iGEM15_Aachen, , , , Confirmed(A), ," ""B0034.PHI""", 
5641, 5H, BBa_K1583204, pSB1C3, --, OK, , Composite,9, iGEM15_TU_Delft, , , , Confirmed(A), ," ""Medium constitutive promoter + CsgB & CsgC""", 
5641, 5I, BBa_K1585213, pSB1C3, --, OK, , Composite,2, iGEM15_Aachen, , , , Long part(A), ," ""B0034.XPK""", 
5641, 5J, BBa_K1583113, pSB1C3, --, OK, , Coding,13, iGEM15_TU_Delft, , , , Inconsistent(A), ," ""pAra + fusion protein BFP_Spycatcher_His""", 
5641, 5K, BBa_K1585310, pSB1C3, --, OK, , Composite,2, iGEM15_Aachen, , , , Confirmed(A), ," ""B0034.GlgA""", 
5641, 5L, BBa_K1847002, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""J23100-lldRO1-lldRO2""", 
5641, 5M, BBa_K1585312, pSB1C3, --, OK, , Composite,2, iGEM15_Aachen, , , , Confirmed(A), ," ""B0034.GlgC""", 
5641, 5N, BBa_K1847003, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""J23117-lldRO1-lldRO2""", 
5641, 5O, BBa_K1829001, pSB1C3, --, OK, , Regulatory,1, iGEM15_UCSF, , , , Single error(A), ," ""pBar1: Mating factor alpha responsive promoter""", 
5641, 5P, BBa_K1847004, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""J23118-lldRO1-lldRO2""", 
5641, 6A, BBa_K1763427, pSB1C3, --, OK, , Generator,2, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp2-6(T7)""", 
5641, 6C, BBa_K1763434, pSB1C3, --, OK, , Coding,1, iGEM15_UCLA, , , , Inconsistent(A), ," ""MaSp1-9(1C3)""", 
5641, 6E, BBa_K1763435, pSB1C3, --, OK, , Generator,2, iGEM15_UCLA, , , , Inconsistent(A), ," ""MaSp1-9(T7)""", 
5641, 6G, BBa_K1763438, pSB1C3, --, OK, , Coding,1, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp1/2[2:1]-12(1C3)""", 
5641, 6I, BBa_K1763439, pSB1C3, --, OK, , Generator,2, iGEM15_UCLA, , , , Single error(A), ," ""MaSp1/2[2:1]-12(T7)""", 
5641, 6K, BBa_K1763440, pSB1C3, --, OK, , Coding,1, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp1/2[1:1]-12(1C3)""", 
5641, 6M, BBa_K1763441, pSB1C3, --, OK, , Generator,2, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp1/2[1:1]-12(T7)""", 
5641, 6O, BBa_K1763442, pSB1C3, --, OK, , Coding,1, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp1/2[1:2]-12(1C3)""", 
5641, 7A, BBa_K1829002, pSB1C3, --, OK, , Regulatory,1, iGEM15_UCSF, , , , Confirmed(A), ," ""pFig2c: Mating factor alpha responsive promoter""", 
5641, 7B, BBa_K1847005, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Single error(A), ," ""J23117-lldRO1-R2oDNA-lldRO2""", 
5641, 7C, BBa_K1829003, pSB1C3, --, OK, , Terminator,1, iGEM15_UCSF, , , , Confirmed(A), ," ""tEno2: Yeast terminator""", 
5641, 7D, BBa_K1847008, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""lldRO1-J23117-lldRO2""", 
5641, 7E, BBa_K1829004, pSB1C3, --, OK, , Terminator,1, iGEM15_UCSF, , , , Confirmed(A), ," ""tFba1: yeast terminator""", 
5641, 7F, BBa_K1847010, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""lldRO1-plac-lacO-lldRO2""", 
5641, 7G, BBa_K1724000, pSB1C3, --, OK," ""The part is cadmium activated promoter cada """, Regulatory,1, iGEM15_SCUT, , , , Confirmed(A), ," ""Pcada""", 
5641, 7H, BBa_K1847011, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""lldRO1-placUV5-lacO-lldRO2""", 
5641, 7I, BBa_K1582029, pSB1C3, --, OK, , Composite,1, iGEM15_Tianjin, , , , Confirmed(A), ," ""Protein Extraction Tag: Linker+sJanus""", 
5641, 7J, BBa_K1847012, pSB1C3, --, OK, , Regulatory,1, iGEM15_ETHZ, , , , Confirmed(A), ," ""placUV5-lacO-lldRO1-R2oDNA-lldRO2""", 
5641, 7K, BBa_K1758105, pSB1C3, --, OK, , Generator,5, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""mRFP generator under control of T7 promoter""", 
5641, 7L, BBa_K1595001, pSB1C3, --, OK, , Coding,1, iGEM15_Cornell_, , , , Confirmed(A), ," ""EcnB from Methyloversatilis universalis""", 
5641, 7M, BBa_K1758106, pSB1C3, --, OK, , Generator,5, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""Translation enhancing 5-UTR + mRFP under control of T7 promoter""", 
5641, 7N, BBa_K1595006, pSB1C3, --, OK, , Coding,1, iGEM15_Cornell_, , , , Confirmed(A), ," ""EcnB from Escherichia coli""", 
5641, 7O, BBa_K1758107, pSB1C3, --, OK, , Composite,2, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""SYFP2 under T7 promoter + RBS""", 
5641, 7P, BBa_K1723000, pSB1C3, --, OK, , Coding,1, iGEM15_EPFL, , , , Long part(A), ," ""dCas9-&#969;""", 
5641, 8A, BBa_K1763443, pSB1C3, --, OK, , Generator,2, iGEM15_UCLA, , , , Confirmed(A), ," ""MaSp1/2[1:2]-12(T7)""", 
5641, 8C, BBa_K1763007, pSB1C3, --, OK, , Composite,2, iGEM15_UCLA, , , , Confirmed(A), ," ""Honeybee silk protein driven by T7 promoter""", 
5641, 8E, BBa_K1763015, pSB1C3, --, OK, , Composite,1, iGEM15_UCLA, , , , Long part(A), ," ""T7 Promoter+Silk+sfGFP""", 
5641, 8G, BBa_K1763421, pSB1C3, --, OK, , Composite,1, iGEM15_UCLA, , , , Confirmed(A), ," ""PCquad Mutant 10""", 
5641, 8I, BBa_K1763444, pSB1C3, --, OK, , Generator,1, iGEM15_UCLA, , , , Inconsistent(A), ," ""Bombyx mori silk co-spinning module""", 
5641, 8K, BBa_K1850010, pSB1C3, --, OK, , Coding,1, iGEM15_Harvard_BioDesign, , , , Confirmed(A), ," ""pRha - fimH 136 KO - RPMrel - SpyTag_225 - HisTag_225""", 
5641, 8M, BBa_K1850011, pSB1C3, --, OK, , Coding,1, iGEM15_Harvard_BioDesign, , , , Confirmed(A), ," ""pRha - fimH 49 KO - RPMrel - SpyTag_225 - HisTag_225""", 
5641, 8O, BBa_K1850013, pSB1C3, --, OK, , Coding,1, iGEM15_Harvard_BioDesign, , , , Long part(A), ," ""pAra - fim""", 
5641, 9A, BBa_K1758120, pSB1C3, --, OK, , Coding,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""RNase E regulating protein RraA""", 
5641, 9B, BBa_K1723005, pSB1C3, --, OK, , Regulatory,1, iGEM15_EPFL, , , , Confirmed(A), ," ""PAM rich URS J23117Alt promoter""", 
5641, 9C, BBa_K1758203, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""His-tagged arsenic repressor fused to superfolder GFP under the control of T7 promoter""", 
5641, 9D, BBa_K1799000, pSB1C3, --, OK, , Regulatory,1, iGEM15_Genspace, , , , Confirmed(A), ," ""pLsrA-2""", 
5641, 9E, BBa_K1758204, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Long part(A), ," ""His-tagged blc repressor fused to superfolder GFP under the control of the T7 promoter""", 
5641, 9F, BBa_K1799002, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Inconsistent(A), ," ""LsrR""", 
5641, 9G, BBa_K1758300, pSB1C3, --, OK, , Reporter,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""sfGFP controlled by T7 promoter and arsenic operator""", 
5641, 9H, BBa_K1799004, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Confirmed(A), ," ""LsrC (wild type)""", 
5641, 9I, BBa_K1758301, pSB1C3, --, OK, , Coding,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""His-tagged arsenic repressor (ArsR) under control of the T7 promoter""", 
5641, 9J, BBa_K1799006, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Single error(A), ," ""LsrB (wild type)""", 
5641, 9K, BBa_K1758311, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""mRFP under control of the chromium responsive promoter""", 
5641, 9L, BBa_K1799008, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Inconsistent(A), ," ""LsrC (modularization optimized)""", 
5641, 9M, BBa_K1758312, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Single error(A), ," ""Chromium responsive promoter with UTR+RBS and sfGFP """, 
5641, 9N, BBa_K1799009, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Confirmed(A), ," ""LsrD (modularization optimized)""", 
5641, 9O, BBa_K1758314, pSB1C3, --, OK, , Composite,2, iGEM15_Bielefeld-CeBiTec, , , , Single error(A), ," ""Chromium responsive promoter under T7-promoter with UTR-sfGFP """, 
5641, 9P, BBa_K1799010, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Confirmed(A), ," ""LsrB (modularization optimized)""", 
5641, 10A, BBa_K1692032, pSB1C3, --, OK, , Reporter,3, iGEM15_Stanford-Brown, , , , Confirmed(A), ," ""amilCP blue chromoprotein with RBS and promoter""", 
5641, 10C, BBa_K1696001, pSB1C3, --, OK, , Coding,1, iGEM15_TJU, , , , Confirmed(A), ," ""L-Lactate producing module  from Lactobacillus casei """, 
5641, 10E, BBa_K1696003, pSB1C3, --, OK, , Composite,1, iGEM15_TJU, , , , Confirmed(A), ," ""L-lactate producing part1""", 
5641, 10G, BBa_K1696005, pSB1C3, --, OK, , Reporter,1, iGEM15_TJU, , , , Confirmed(A), ," ""P170 Promoter""", 
5641, 10I, BBa_K1696009, pSB1C3, --, OK, , Composite,1, iGEM15_TJU, , , , Inconsistent(A), ," ""Lactate sensing system""", 
5641, 10K, BBa_K1696013, pSB1C3, --, OK, , Tag,1, iGEM15_TJU, , , , Confirmed(A), ," ""Mf-ssrA Tag1""", 
5641, 10M, BBa_K1696015, pSB1C3, --, OK, , Composite,1, iGEM15_TJU, , , , Confirmed(A), ," ""Mf-ssrA Tag1 reporter""", 
5641, 10O, BBa_K1640018, pSB1C3, --, OK, , Coding,1, iGEM15_Macquarie_Australia, , , , Confirmed(A), ," ""CHlM""", 
5641, 11A, BBa_K1758321, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""mRFP under control of copper responsive promoter""", 
5641, 11B, BBa_K1799011, pSB1C3, --, OK, , RBS,1, iGEM15_Genspace, , , , Confirmed(A), ," ""LsrA RBS""", 
5641, 11C, BBa_K1758323, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""UTR-sfGFP under control of Copper responsive promoter """, 
5641, 11D, BBa_K1799012, pSB1C3, --, OK, , RBS,1, iGEM15_Genspace, , , , Confirmed(A), ," ""LsrC RBS""", 
5641, 11E, BBa_K1758325, pSB1C3, --, OK, , Composite,2, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""Copper responsive promoter with T7-promoter and UTR-sfGFP """, 
5641, 11F, BBa_K1799013, pSB1C3, --, OK, , RBS,1, iGEM15_Genspace, , , , Confirmed(A), ," ""LsrD RBS""", 
5641, 11G, BBa_K1758330, pSB1C3, --, OK, , Composite,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," "" Lead repressor under control of constitutive promoter and strong RBS""", 
5641, 11H, BBa_K1799014, pSB1C3, --, OK, , RBS,1, iGEM15_Genspace, , , , Inconsistent(A), ," ""LsrB RBS""", 
5641, 11I, BBa_K1758331, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""Lead responsive promoter with mRFP""", 
5641, 11J, BBa_K1799015, pSB1C3, --, OK, , Regulatory,1, iGEM15_Genspace, , , , Confirmed(A), ," ""pYeaR""", 
5641, 11K, BBa_K1758333, pSB1C3, --, OK," "" Sample from copy A did not grow when streaked on LB-Cm on 2018-02-21 AES. Copy B grew on LB-Cm 2018-02-22""", Composite,2, iGEM15_Bielefeld-CeBiTec, , , , Long Part(A), ," ""Lead repressor under control of constitutive promoter and strong RBS and lead responsive promoter wi""", 
5641, 11L, BBa_K1799016, pSB1C3, --, OK, , Coding,1, iGEM15_Genspace, , , , Confirmed(A), ," ""NsrR open reading frame""", 
5641, 11M, BBa_K1758335, pSB1C3, --, OK, , Composite,2, iGEM15_Bielefeld-CeBiTec, , , , Confirmed(A), ," ""UTR-sfGFP controlled by T7-promoter and lead responsive promoter""", 
5641, 11N, BBa_K1799019, pSB1C3, --, OK, , Composite,7, iGEM15_Genspace, , , , Long part(A), ," ""AHL-induced LacZ Generator""", 
5641, 11O, BBa_K1758342, pSB1C3, --, OK, , Generator,1, iGEM15_Bielefeld-CeBiTec, , , , Single error(A), ," ""Mercury responsive promoter with UTR-sfGFP """, 
5641, 11P, BBa_K1610202, pSB1C3, --, OK, , Composite,3, iGEM15_TAS_Taipei, , , , Long part(A), ," ""ACT + Term""", 
5641, 12A, BBa_K1640008, pSB1C3, --, OK, , Coding,1, iGEM15_Macquarie_Australia, , , , Confirmed(A), ," ""psbMZH""", 
5641, 12C, BBa_K1640006, pSB1C3, --, OK, , Coding,1, iGEM15_Macquarie_Australia, , , , Confirmed(A), ," ""psbELJ""", 
5641, 12E, BBa_K1640012, pSB1C3, --, OK, , Coding,1, iGEM15_Macquarie_Australia, , , , Confirmed(A), ," ""psbQR""", 
5641, 12G, BBa_K1640020, pSB1C3, --, OK, , Coding,1, iGEM15_Macquarie_Australia, , , , Confirmed(A), ," ""psbA""", 
5641, 12I, BBa_K1614002, pSB1C3, --, OK, , Composite,1, iGEM15_Heidelberg, , , , Confirmed(A), ," ""transcription cassette of BBF RFC 110""", 
5641, 12K, BBa_K1614016, pSB1C3, --, OK, , RNA,1, iGEM15_Heidelberg, , , , Confirmed(A), ," ""Hammerhead Ribozyme and Malchite Green Aptamer in BBF RFC 110 transcription cassette""", 
5641, 12M, BBa_K1602000, pSB1C3, --, OK, , Translational_Unit,2, iGEM15_TU_Darmstadt, , , , Confirmed(A), ," ""B0034-xylB""", 
